name,lat,lon,category,popularity
Sanket Children Hospial,23.0073805,72.5589064,hospital,64
Sivmm Kidney Hospital,23.0834799,72.5912216,hospital,60
U. N.Mehta Institute Of Cardiology and Research Centre,23.0527257,72.6013067,hospital,79
Shreeji Neonatal and Child Care,23.0544261,72.5959396,hospital,97
Sharda Eye Hospital,23.0870576,72.5920974,hospital,63
Urva Children Hospital and Neonatal Care,23.0133822,72.5264731,hospital,35
Arthro Care Hospital,23.0405047,72.5211865,hospital,48
Kheteswar Medical Educational and Research Centre Hospital,23.0471775,72.5654282,hospital,89
Shail Eye Hospital,23.0521364,72.5609992,hospital,71
Shah Hospital - Vadaj,23.052411,72.5697197,hospital,72
"Sarthak Orthopaedic Hospital, Parimal Crosssing",23.0194415,72.5586167,hospital,67
Dhruvi ENT Hospital,23.0872193,72.5922891,hospital,94
Sanand Janta Multispeciality Hospital,22.9872616,72.3812664,hospital,56
Sarvamangal Women Hospital,23.0134142,72.5304092,hospital,72
Stavya Spine Hospital and Research Institute,23.0259277,72.5660652,hospital,68
Vatsalya Maternity Nursing Home,23.0344821,72.5212294,clinic,43
"Kothari Hospital, Ahmedabad",23.0855562,72.6305442,hospital,60
"Gurukrupa Hospital, Ahmedabad",23.0604405,72.5352037,hospital,38
Laxmi Heart and Medical Hospital,23.0283086,72.4775523,hospital,51
"Navkar Children Hospital, Ahmedabad",23.0162743,72.5298151,hospital,85
Dr Chirag M Desai Eye Care,23.0088754,72.5623262,hospital,54
Bopal Multispeciality Hospital,23.0315422,72.4717694,hospital,60
Mother's Maternity and Nursing Home,23.0526874,72.549178,hospital,88
Nanavati Maternity Hospital,23.0034068,72.518924,hospital,83
Vaishali Hospital,23.0283536,72.4773833,hospital,86
"Gujarat Hospital, Ahmedabad",23.0045749,72.6386267,hospital,74
Aadya Eye and Ent Hospital,23.0619138,72.6398085,hospital,38
Karnavati Hospital Pvt. Ltd.,23.0217016,72.5725166,hospital,79
Navjeevan Doctor House,22.9867393,72.3808788,hospital,86
"Dev Hospital, Vasna",23.0060128,72.5447845,hospital,51
Dr Praful Munishi's Nursing Home,23.0197773,72.5653967,clinic,63
Rukshmani Surgical Hospital,23.0518255,72.6416056,hospital,36
Sparsh Orthopedic Oncology Clinic,23.0231938,72.5699329,clinic,44
Ratan Deep Surgical And Endoscopy Clinic,22.9990078,72.6082449,clinic,91
Sanket Children's Speciality Hospital,23.0379081,72.6442704,hospital,26
Hariom Multispeciality Hospital,22.999875,72.6575299,hospital,61
Neelkamal Hospital Pvt Ltd (Pooja Hospital),23.0838969,72.5912485,hospital,25
"Trupti Hospital, Saijpur",23.0638912,72.6422949,hospital,23
Deep Urosurgical Hospital,23.0454856,72.5623074,hospital,23
Sannidhya Eye Hospital,23.0060905,72.5557816,hospital,61
Karnavati Super Speciality Hospital,23.0604664,72.6398112,hospital,75
Shyamal Orthopaedic Hospital,23.0133562,72.5263832,hospital,90
Sanskar Heart Care And Medical Hospital,23.0981234,72.5891134,hospital,59
Vadaj Orthopaedic Hospital,23.0576184,72.5692952,hospital,75
Sahjanand Eye Care Hospital,23.0403424,72.5532469,hospital,86
Maniar Hospital,23.0328949,72.5553042,hospital,29
Manish Eye Hospital - Ahmedabad,23.0021131,72.5505567,hospital,26
Parvati Jadav Hospital,23.0763407,72.6544695,hospital,94
"Matru Hospital, Ahmedabad",23.0302148,72.622926,hospital,92
"Matoshree Hospital, Ahmedabad",23.0006799,72.546536,hospital,77
Aashwi E.N.T.Hospital,23.0371183,72.5290078,hospital,39
Pushpa Children Hospital and Neonatal Care,23.1067781,72.5980747,hospital,70
Aarogyam Speciality Hospital,23.0469542,72.5556147,hospital,22
Trisha Trauma Centre and Icu,23.0713999,72.5591303,hospital,96
Shreejee Hospital,22.979135,72.6195304,hospital,88
Sanjivani Maternity,23.0130681,72.5245995,hospital,93
Dr. Devendra Kanaiyalal Hospital and Nursing Home,23.0162681,72.5681533,hospital,44
Harsiddh Hospital,23.079662,72.5740326,hospital,74
Gheewala Hospital,23.0152127,72.5638162,hospital,29
Rushabh Uro Hospital,23.046184,72.533758,hospital,33
"Geeta Nursing Home, Ahmedabad",23.0026356,72.5971751,clinic,69
Vallabh Surgical Hospital,23.0594844,72.5360284,hospital,67
Dr. Shurti Ent Hospital,22.9980056,72.6097913,hospital,89
Babycare Children Hospital and Neonatal Centre,22.9933987,72.6291548,hospital,78
Venkaria Ortho Hospital,23.0388744,72.6309961,hospital,67
Dr.Santosh C.Raibagkar,23.0199612,72.5604567,doctors,33
Sanand Hospital and Trauma Centre,22.9881727,72.3812717,hospital,55
Diva Eye Institute Hospital,23.0182599,72.5568886,hospital,38
Stavan Eye Clinic,23.011259,72.5645041,clinic,49
Poojan Maternity and Infertility Clinic,23.0730915,72.6528548,clinic,30
Khush Eye Hospital,23.0186294,72.5584531,hospital,77
Uma Maternity and Nursing Home,23.0662385,72.6627067,clinic,77
Sangini Hospital,23.0250378,72.5233135,hospital,23
Dr. Umesh D. Buch,23.0016724,72.5479241,doctors,51
Aneri Children Hospital,23.0694294,72.5431028,hospital,53
Divya Jyot Eye Hospital,23.0838463,72.5911814,hospital,41
Eye Care Hospital Pvt. Ltd.,23.0241454,72.5498479,hospital,72
Raj Ent Hospital,23.0519939,72.5640978,hospital,46
Valu Hospital,23.0461976,72.5616597,hospital,34
Satyamev Hospital,23.1204422,72.5815442,hospital,73
Polio Foundation,23.0047117,72.5374903,hospital,32
Archit Orthopaedic Hospital,23.0070978,72.5567982,hospital,87
"Saraswati Eye Hospital, Ahmedabad",23.063798,72.6422057,hospital,92
"Bavishi Eye Hospital, Ahmedabad",23.0218028,72.5413272,hospital,93
Pankit Nursing Home,23.0397778,72.5661081,clinic,72
"Shreedhar Hospital, Ahmedabad",23.000075,72.6591285,hospital,43
Dr. Rajendra C. Patel Orthopaedic Nursing Home,23.0315465,72.5653041,clinic,54
Sarjan Maternity and Nursing Home,23.0023131,72.5483291,clinic,50
Aash Arthoscopy Centre,23.0176604,72.560572,hospital,20
"Ashirwad Surgical Hospital, C.T.M",22.9997985,72.6359045,hospital,45
Sushri Jasumatiben Shantilal Surti Charitable General Hospital,23.0256722,72.5319609,hospital,57
Dr. Shailesh Shah Surgical Hospital and End. Clinic,23.0095864,72.5988331,hospital,72
"Vrundavan Hospital, Ahmedabad",23.0471713,72.5582439,hospital,34
Arihant Heart And Medical Hospital,23.0538573,72.5956231,hospital,89
"Shaurya Hospital, Ahmedabad",23.0109689,72.5626293,hospital,46
Sparsh Netralaya,23.0539511,72.595426,hospital,50
"Parth Eye Hospital, Ahmedabad",23.0048092,72.5901327,hospital,39
"Swastik Hospital, Ahmedabad",23.0395285,72.67597,hospital,30
Navkar Hospital,23.0129094,72.5457716,hospital,46
"Pushpam Hospital, Ahmedabad",23.1029936,72.5697277,hospital,28
"Swari Ent Hospital, Ahmedabad",23.0668688,72.583823,hospital,87
Krishna Shalby Hospital,23.0239294,72.4414712,hospital,95
"Sagar Hospital, Ahmedabad",23.0063905,72.5335769,hospital,53
Chhabra Eye Hospital,23.0259215,72.5268432,hospital,67
"Prabhu Nursing Home, Ahmedabad",22.9993553,72.6357423,clinic,63
"Vatsalya Children Hospital, Ahmedabad",23.0482795,72.5337875,hospital,32
Om Surgical Nursing Home,23.0179184,72.5582573,clinic,83
Aastha Eye Hospital,23.0255723,72.5275755,hospital,37
Gmers Medical College Hospital,23.0827619,72.524609,hospital,48
"CHC, Mandal",23.2890617,71.9157475,clinic,85
"Super Surgical Hospital, Ahmedabad",23.0354102,72.5594562,hospital,31
Krishna Hospital and ICCU,23.0672085,72.5631899,hospital,72
Satellite Orthopaedic Hospital And Research Centre Pvt Ltd,23.0137315,72.5253627,hospital,60
Chirayu Orthopaedic and Spine Hospital,23.0070435,72.5658171,hospital,79
Adwait Ent Hospital,23.0400753,72.5777945,hospital,20
"Long Life Hospital, Ahmedabad",23.013039,72.5637853,hospital,54
"Mamta Children Hospital, Ahmedabad",23.0239912,72.5313695,hospital,61
Jay Prasuti Gruh and Nursing Home,23.0282894,72.4778487,clinic,80
Shantilal Parikh Hospital and Check Up Clinic,23.0373342,72.57069,hospital,89
Dr.Anil V.Patel Eye Hospital,23.0671493,72.566613,hospital,28
Sharda Clinic and Hospital,23.0442336,72.6049981,hospital,91
Dr.Haroonbhai Jusabbhai Memon,23.0273162,72.5860812,doctors,85
Dr.Joshi Maternity And Gynec Hospital,23.0188639,72.5606538,hospital,63
Dr.Nagoris Institute Hospital,23.0263782,72.5260802,hospital,73
Dr.Soneji Hospital,23.0017415,72.5917406,hospital,96
Eye Research Centre And Retina Foundation,23.0557144,72.5907777,hospital,27
Dr. Manoj Tank E.N.T. Hospital,23.0232494,72.5719513,hospital,26
"Prasad Hospital, Ahmedabad",23.0496493,72.6573488,hospital,58
Detroj CHC,23.336892,72.1870409,clinic,29
Rangam Multispeciality Hospital,23.0099185,72.6450951,hospital,66
Astha Orthopedic and Spine Hospital,23.0662892,72.5629491,hospital,85
Aashu Dental Multispeciality Polyclinic,23.0345759,72.5635694,dentist,85
Amrut Arogyadham Medical Hospital,23.1105464,72.5849734,hospital,47
Rushabh Medi-Surge Hospital Pvt Ltd,23.0125983,72.5178203,hospital,75
Jay Orthopaedic Hospital,23.0520957,72.6002379,hospital,63
Pramukh Neurosurgical Hosptial,23.0411786,72.5621706,hospital,78
"Trupti Heart and Medical Hospital, Ahmedabad",23.0042895,72.5905082,hospital,88
Aash Surgical Hospital,23.0472453,72.5624844,hospital,59
Kanchi Orthopaedic Hospital,23.010948,72.5465682,hospital,35
Shree Mahavir Mutlispeciality Hospital and Icu,23.0603035,72.5355001,hospital,38
Jainee Surgical Hospital,23.0803277,72.5666606,hospital,22
Shri Rang Hospitaland Research Centre,23.0767892,72.5390634,hospital,62
Brain and Spine Hospital,23.0402678,72.5659271,hospital,80
Bodyline Hospitals,23.0099407,72.5545666,hospital,56
"Siddhi Hospital, Ahmedabad",23.0672116,72.6429212,hospital,51
Om Children Hospital,23.0620742,72.5306962,hospital,78
Samkit Hospital Icu and Iccu,23.0057153,72.532901,hospital,84
Vrundavan Children Hospital,23.0169692,72.5667264,hospital,81
"Netra Raksha Hospital, Thakkarbapa Nagar",23.0392262,72.6383065,hospital,89
Shivam Heart and Medical Hospital,23.0567152,72.634133,hospital,74
Bhakti Maternity and Sonography Clinic,23.0014002,72.6355927,clinic,98
"Shashwat Hospital and Research Center, Ahmedabad",23.0583008,72.5332966,hospital,32
"Aditya Hospital, Ahmedabad",23.0043253,72.5520748,hospital,99
Krupanidhi Hospital,23.0152967,72.5638765,hospital,37
"Aditya Eye Hospital, Ahmedabad",23.0499602,72.5348282,hospital,84
"Joitiba General Hospital, Ahmedabad",22.978619,72.611884,hospital,22
Anoop Children Hospital,22.9926876,72.6321253,hospital,99
Aayush Surgical Hospital,23.0462322,72.5337466,hospital,30
"J J Hospital, Ahmedabad",23.0731297,72.5368439,hospital,81
Dr. Rajiv Thakores Hospital,23.0176617,72.5539094,hospital,63
Parekh Hospital,22.8306417,72.3614478,hospital,38
Chikhalkar Hospital and Iccu,23.0561654,72.5493899,hospital,34
The Holistic Medical Centre Ayulink Ayurveda Hospital,23.0379772,72.5595984,hospital,100
Aniket Ent Hospital,22.9926333,72.632124,hospital,89
Amruta Hospital and Heart Centre,23.082678,72.5896941,hospital,76
Hari Krishna Uro Surgical Hospital,23.0381006,72.6439887,hospital,48
Aditya Multi-Speciality Hospital,23.0632822,72.5315224,hospital,25
Vatsalya Neonatal and Children Hospital,23.0208659,72.6388442,hospital,28
Motherhood Womens and Child Care Hospital,23.0745277,72.5125068,hospital,90
Kanan Maternity and Nursing Home,22.9977455,72.6091146,clinic,34
Arpan Orthopedic and Trauma Hospital,23.0024575,72.595257,hospital,81
Jarmarwala Hospital,23.0199254,72.5458769,hospital,54
Pearl Eye Hospital,23.0098432,72.5806028,hospital,51
Shushilaben Neonatal And Child Care Centre,23.0310362,72.6149404,hospital,74
Shree Aman Hospital,23.0844866,72.5914161,hospital,64
Abhyankar Nursing Home,23.0259468,72.566328,social_facility,54
Rainbow Super Speciality Children's Hospital,23.0460902,72.5286249,hospital,63
"Parth Hospital, Ahmedabad",23.0837834,72.5889122,hospital,35
"Gayatri Heart And Medical Hospital, Bhimjipura",23.0602795,72.5647576,hospital,24
Sanghavi Hospital Pvt. Ltd.,23.0066966,72.5563677,hospital,96
Pallav J M Desai Memorial Hospital (Better Health Pvt.Ltd.),22.9947616,72.6141009,hospital,97
"Parth Surgical Hospital, Ahmedabad",23.0029958,72.5544217,hospital,74
Shiv Sharddha Nursing Home and Super Speciality Clinics,23.0545162,72.5971869,clinic,56
"Jalaram Hospital, Ahmedabad",23.0277853,72.5218208,hospital,57
Kruti Orthopedic Hospital,23.0464247,72.5709508,hospital,37
Banker`S Retina Clinic and Laser Centre,23.0416302,72.5542541,clinic,97
Jariwala Women's Hospital,23.0547211,72.5964291,hospital,62
Rukshmani Medical Hospital,23.0031785,72.6334758,hospital,45
RMS Hospital Trauma General Hospital,22.3641035,71.9781169,hospital,38
CGHS Dispensary No.3,23.0355015,72.5694904,clinic,94
HCG Cancer Centre,23.0705004,72.5227287,hospital,65
Zeal Maternity And Nursing Home,23.0544878,72.6029496,hospital,67
Sanidhaya Maternity and Nursing Home,23.0143203,72.5301518,clinic,31
Vraj Hospital and Heart Care Center,22.980618,72.6021999,hospital,59
Sahjanand Orthopaedic Hospital,23.0126292,72.51789,hospital,67
Jaju Plastic Surgery Center,23.0421276,72.5592698,hospital,50
Raghuvir Eye Hospital,22.9947925,72.6074664,hospital,24
Shachi Women's Hospital,23.066349,72.5838341,hospital,80
"Palak Hospital, Ahmedabad",22.9989479,72.6251891,hospital,81
Anand Children Hospital Neonatal Intensive Care,23.0487768,72.6059926,hospital,29
Ami Eye Clinic,23.0633976,72.5809816,clinic,65
Patel E.N.T Hospital,23.0477933,72.5712056,hospital,81
Rosemaarry Womens Hospital,23.0318187,72.5260091,hospital,21
Sehat Hospital Clinic,22.9932036,72.5258213,clinic,87
Sanjivan Heart and Medical Hospital,23.0837698,72.5903244,hospital,47
Sainath Orhtopaedic Hospital,23.0592152,72.5360379,hospital,84
Sardar Hospital,23.0380179,72.6445547,hospital,64
Shree Harikrupa Hospital,23.0200612,72.5615551,hospital,61
Amardeep Multispeciality Children Hospital,23.0202065,72.5642668,hospital,92
HCG Multi Specialty Hospital,23.0288615,72.5642949,hospital,54
Palak Eye Hospital,22.9949308,72.6068804,hospital,46
Rukshmani Government Hospital,22.9994812,72.6197255,hospital,81
Rugved Multispeciality Hospital,23.0504316,72.6468533,hospital,68
Ashirwad Children and Eye Hospital,22.9978986,72.6079211,hospital,76
Ayushman Medical Hospital and Dignosis Center,23.0237122,72.6391487,hospital,80
R. Tolat Eye Clinic,23.0137364,72.560387,clinic,61
"Ravi Surgical Hospital, Ahmedabad",22.9980843,72.6098563,hospital,63
College of Dental Sciences and Research Hospital,23.0347264,72.435679,hospital,99
Shrreeji Surgical Hospital,22.9981609,72.625165,hospital,28
Aalap Clinic and Surgical Nursing Home,23.045074,72.5710642,clinic,40
Shreyas Speciality Hospital,23.002323,72.5175279,hospital,40
"Rugveda Practur and Orthopaedic Hospital, Ahmedabad",23.0021551,72.5467211,hospital,46
Kalptaru Hospital,23.049363,72.594506,hospital,49
Sukhmani Hospital / Saviour Annexe Hospital,23.0364864,72.5696392,hospital,27
"Setu Surgical Hospital, Ahmedabad",23.0540923,72.6429145,hospital,40
Auro Ent Hospital,23.0578122,72.5701462,hospital,38
"Swastik Surgical Hospital And Dental Clinic, Ahmedabad",23.0034741,72.5189053,hospital,20
"Sanjivani Eye Hospital and Phaco Centre, Ahmedabad",23.0459888,72.5615689,hospital,66
"Sanjeevani Hospital, Ahmedabad",23.0595717,72.5356453,hospital,50
Hcg Medi-Surge Hospitals Private Limited,23.0288813,72.5643083,hospital,40
The Vitreoretina Clinic and Eye Hospital,23.0389016,72.5161432,hospital,92
Soni Nursing Home,23.0726584,72.6604924,clinic,73
Mahin Lifecare Services Pvt.Ltd,22.9931604,72.5256523,hospital,50
Jay Umiya Hospital,23.0728893,72.5590798,hospital,54
Aarna Medical Hospital,23.0395124,72.6388644,hospital,49
Akshar Krupa Hospital,23.0544298,72.5958726,hospital,79
Siddhi Heart and Medical Hospital,23.0729002,72.5591692,hospital,32
"Ashish Orthopaedic Hospital, Ahmedabad",23.0369328,72.5273097,hospital,45
Ashray Clinic,23.0072793,72.5573789,clinic,57
Sanjivani Heart and Medical Hospital (Ahmedabad),23.0578196,72.5701541,hospital,86
Raksha Hospital Pvt Ltd,23.036039,72.5174716,hospital,41
B.J. Medical College Hospital,23.0526578,72.6028262,hospital,74
Government Spine Institute Hospital,23.0500108,72.6080297,hospital,37
"Parth Eye Hospital, Isanpur",22.9798932,72.5997604,hospital,32
Austmangal Surgical Hospital,23.0545187,72.595823,hospital,23
Rudraksh Hospital,23.0626344,72.643695,hospital,50
Babul E.N.T. Hospital,23.0246015,72.5449569,hospital,66
Dr Dipak C Shah E N T Hospital,22.9956523,72.6121093,hospital,46
"Adarsh Hospital, Ahmedabad",23.0476847,72.5663294,hospital,93
Swapn Healthcare Hospital Pvt. Ltd,22.9834237,72.5971761,hospital,29
RIVERLEAF,23.0520663,72.6705656,clothes,95
"Navjivan Maternity and Orthopaedic Hospital, Ahmedabad",23.0543583,72.6428729,hospital,97
Dr. Suresh K. Bhanshali,23.0376687,72.5652552,doctors,74
Nadkarni's 21St Century Hospitals Pvt Ltd,22.9979961,72.6355197,hospital,66
Cardio Vascular Clinic - Ahmedabad,23.0128822,72.5216398,clinic,32
J.Chirag Surgical Hospital,23.0463124,72.5624067,hospital,94
Urvashi Nursing Home,23.0342994,72.5802205,clinic,86
Shri Yogeshwar General Hospital,23.0812863,72.5380576,hospital,58
Navkalp Children Hospital,23.0059807,72.5599363,hospital,97
Memon Ent Hospital,23.0272274,72.5861375,hospital,65
Mahalaxmi Maternity Nursing Home and Sonography Center,23.0804227,72.5355068,clinic,96
"Shaishav Children Hospital, Ahmedabad",23.0592497,72.5372905,hospital,48
Shreeji Clinic and Nursing Home,23.0835144,72.5911599,clinic,57
Shiv Jyoti Eye Hospital,23.0388164,72.6331285,hospital,62
Dr. Atul H Kansara `S (E.N.T) Hospital,23.010174,72.5621974,hospital,53
Aneri Surgical and Neuro Surgical Hospital,23.0016415,72.5481668,hospital,51
Bopal Eye Care Centre,23.0288344,72.4779037,hospital,69
Shree Hari Clinic,23.0159755,72.5136414,clinic,28
Devam Orthopaedic Hospital,23.0590239,72.5378671,hospital,96
Reshambhai Fertility Hospital,23.0539073,72.5964371,hospital,35
"Dr, Nayan V Shah Surgical Hospital",22.9809304,72.5987479,hospital,65
"Samved Orthopaedic Hospital, Ahmedabad",23.0405319,72.5581983,hospital,70
Shlok Medical and Heart Hospital,22.9872011,72.603419,hospital,80
Dr. Devendra Patel Nursing Home,23.0377477,72.5625488,clinic,48
"Sanjivani Hospital, Viramgam",23.1213953,72.0497571,hospital,41
Cheers Interventional Pain Management Hospital,23.0403048,72.5543117,hospital,87
"Narang Eye Hospital, Munohwa By Pass Chowk",23.0482079,72.6016447,hospital,85
Vishwa Medical And Heart Hospital,23.0029007,72.595717,hospital,88
Cure Sight Laser Centre,23.0201772,72.557914,doctors,97
"Vivek Children Hospital, Khokhara",23.0017465,72.6183012,hospital,54
Prabhujyot Inst. Of G.I. Endoscopy and Laproscop,23.0100246,72.5465441,hospital,24
Dr Yashvant Chhatbar,23.1111304,72.571964,doctors,53
Shriji General Hospital,22.8496648,72.5901367,hospital,87
Vatsalya Gynec Hospital,23.0066954,72.5325832,hospital,56
Vikas Medical and Heart Hospital,23.0730767,72.6527891,hospital,22
Dr. Suresh Balani,23.0652293,72.6425953,doctors,95
Dhawal General Hospital,22.89509,72.6752123,hospital,64
Tirtham Surgical and Laparoscopic Centre,23.0638572,72.5304455,hospital,45
Peshant House Hospital,23.0127576,72.5670958,hospital,26
Jagdish Orthopadic Hospital,23.0209844,72.5436446,hospital,45
Vedanta Institute Of Medical Sciences Hospital,23.0402147,72.5598545,hospital,22
"Harshil Medical Nursing Home, Isanpur",22.9813563,72.5988619,clinic,39
"Jivandeep Hospital, Ahmedabad",22.7220565,72.4361055,hospital,99
CGHS Dispensary No.2,22.9998947,72.5906262,clinic,89
Lions Karnavati Shantaben Vishnubhai Patel Eye Hospital,23.1224896,72.5045286,hospital,86
Shree Sai Children Hospital,23.1146062,72.5838912,hospital,69
Devasya Superspeciality Kidney Institute and Research Centre,23.0269892,72.4773597,hospital,65
"Ashirwad Hospital, Ahmedabad",22.9873418,72.611577,hospital,91
Dr Pratap Desai Eye Clinic,23.045286,72.5617717,clinic,57
"Shivam Medical Hospital, Sardar Nagar",23.0809819,72.6213037,hospital,56
Yogiji Medical Hospital,22.9985353,72.6247528,hospital,27
Aagman Maternity and Gynec Hospital,23.0436594,72.6502608,hospital,97
Netram Care Eye Hospital,23.062087,72.5305813,hospital,90
Mahadev Eye Care,23.065196,72.6426128,clinic,56
Jaliyan Orthopaedic Hospital,23.0226864,72.5697332,hospital,67
Tejal Eye Hospital,23.0790988,72.5753262,hospital,89
Ano Care Hospital,23.0377884,72.6440035,hospital,30
Dr.Saurabh Shah Orthopaedic Hospital,23.0663546,72.5629216,hospital,48
Ashadeep Polyclinic and Nursing Home,22.9291372,72.6619636,clinic,37
"Adinath Hospital, Ahmedabad",23.054805,72.5964358,hospital,42
Geeta Maternity and Polyclinic Nursing Home,22.9817137,72.5982222,clinic,69
"Shreyas Orthopedic Hospital, Vasna",23.0022835,72.5482339,hospital,89
Chintan Orthopaedic Hospital,23.0072423,72.5362967,hospital,47
Akshar Eye Hospital,23.0650523,72.6426671,hospital,44
Jigisha Nursing Home,23.0657698,72.5669832,clinic,29
Dr. Trivedis Arthroscopy Clinic And Hospital,23.0249533,72.5472508,hospital,31
"Spandan Hospital, Ahmedabad",23.0034513,72.5189187,hospital,35
Kuvar Ba General Hospital,23.0114874,72.6491044,hospital,59
Vinayak Children Hospital-Ahmedabad,23.0804356,72.5679736,hospital,65
"Shree Maternity and Nursing Home, Ahmedabad",23.0163409,72.5298487,clinic,41
Rachana Hospital,23.0489292,72.6016849,hospital,60
Kalrav Maternity Hospital and Sonography Centre,23.0405269,72.6583895,hospital,60
Aashirwad Surgical Hospital and Nursing Home,23.0839074,72.5911881,hospital,36
Dr. Ashish B. Dave,22.9973331,72.6092997,doctors,96
Dr. Sejal Desai Eye Hospital,23.0016292,72.5479455,hospital,33
Vishwa Ent Hospital,23.0220336,72.5253251,hospital,67
Navkar Plastic Surgery Hospital,23.014419,72.5629203,hospital,99
Shukan Maternity Home,22.996806,72.6562531,hospital,47
"Community Health Centre, Viramgam",23.129326,72.0437264,clinic,76
Rajni Women's Hospital and Research Centre,22.9914333,72.6338285,hospital,34
Gujrat Child Care Hospital,23.0136587,72.5303878,hospital,82
Krishna Maternity Nursing Home,23.0286529,72.4780579,clinic,41
"Jain Hospital and Icu, Jivraj Park",23.0058276,72.5329319,hospital,84
Saraiya Plastic Surgery And Burns Hospital,23.0152707,72.5638269,hospital,66
"Sushrut Hospital, Ahmedabad",23.0090414,72.5622276,hospital,91
Rushil Cancer And Endocrine Care,23.0213053,72.5435185,hospital,43
"Netr-The Eye Care Clinic, Ahmedabad",23.0280247,72.5263859,clinic,56
Shyam Urological Hospital,23.0193453,72.5572944,hospital,37
Smt Shobhadevi Ent Hospital,23.064969,72.6426845,hospital,59
Gujarat Institute Of Psnchological Sciences Hospit,23.0185504,72.5362779,hospital,66
Abhisek Maternity and Nursing Home,23.0157929,72.5243381,hospital,90
Nishant E N T Hospital,23.0168791,72.5667813,hospital,86
"Siddhivinayak Hospital, Ahmedabad",23.0175456,72.5576954,hospital,33
Sitababa Hospital,23.0626813,72.5377853,hospital,38
Smruti Hospital,23.0054634,72.5904116,hospital,68
Raj Maternity Home,22.979024,72.6105885,hospital,54
The Gujarat Research and Medical Institute ( Rajasthan Hospital),23.0552899,72.5969093,hospital,75
Clear Vision Eye Hospital( Unit 1),23.0030081,72.5551459,hospital,71
Rangshree Clinic,23.0429384,72.5579488,clinic,98
Shreeji Maternity and Surgical Nursing Home,23.0132205,72.5186283,clinic,69
Apollo Pharmacy,23.0168114,72.4702312,pharmacy,88
Sannidhya Hospital,23.0166336,72.469625,hospital,47
Navkaar Hospital,23.0166114,72.4695579,clinic,34
Apple Tree,23.0168879,72.4705235,department_store,32
Brillar,23.0168978,72.4705691,beauty,87
Dr J J Vora Memorial General Hospital,23.040701,72.5689566,hospital,43
Avon Thai Spa,23.0176285,72.4753327,massage,87
"Siddhi Vinayak Hospital, Ahmedabad",23.0041352,72.6064526,hospital,80
Aastha Eye Care Centre,23.0696614,72.5428694,hospital,97
Raghukul Ortho Hospital,23.0395927,72.635415,hospital,99
Rajput Eye Hospital,23.0129625,72.6388724,hospital,33
Het Childcare Hospital,23.0028217,72.6183441,hospital,36
Madhuram Surgical Hospital,23.0328727,72.6284051,hospital,75
Dhwani General Hospital Nursing Home and Maternity Home,23.0147326,72.6449161,hospital,47
"Shreyas Orthopedic Hospital, Ahmedabad",23.1154284,72.5822818,hospital,95
Sanjeevani Fracture andAccident Hospital,23.0487456,72.6062142,hospital,30
"Paras Surgical Hospital, Ahmedabad",22.8323857,72.363256,hospital,61
Gujarat Research And Medical Institute Hospital,23.0869528,72.628334,hospital,43
Chirayu Surgical Hospital,23.0633896,72.6412113,hospital,67
Netralaya-The Eye Associates,23.0193008,72.5572461,hospital,72
Suvidha Orthopedic And Acccident Hospital,23.0005774,72.3822266,hospital,45
Gayatri Childrens Hospital,23.0671591,72.5629981,hospital,96
Chokshi Maternity Nursing Home and Sonography Clinic,23.067744,72.5442159,clinic,43
Neha Children Hospitals and Neonatal Centre,23.0031649,72.5952208,hospital,95
Kavit Urosurgical Hospital,23.0396353,72.5659411,hospital,90
Auroma Ent Hospital,23.0598028,72.5357951,hospital,61
Sahyog General Hospital and Nursing Home,22.9870335,72.4732058,hospital,21
Jayshri Medical Hospital,23.0048808,72.6367199,hospital,79
Radha Krishna Hospital,23.0489175,72.6041847,hospital,36
Hind Hypermarket,23.016933,72.4729214,supermarket,84
State Bank of India,23.0168635,72.4725529,bank,34
Unknown,23.0168689,72.4725616,atm,94
Bhadra Clinic Hospital,23.0473058,72.5586636,hospital,70
V and M Orthopaedic Centre,22.9970288,72.6068388,hospital,80
Family Care Nursing Home,22.9834589,72.601811,clinic,61
Mahavir Clinic & Nursing Home,23.1059184,72.5696943,clinic,28
"Anand Eye Hospital,(Dr. Rohit Desai)",23.0519251,72.560481,hospital,34
Smt.NHL Municipal Medical College Hospital,23.0187158,72.5714269,hospital,96
Killol Children Hospital,23.0520284,72.5641722,hospital,23
"CHC, Viramgam",23.1278572,72.0466849,clinic,56
Gujrat Diagnostic Center and Pathology Laboratory,23.016489,72.5665225,hospital,67
Giriraj Orthopaedic Hospital,23.0094926,72.5988793,hospital,47
BSNL Exchange,22.9998935,72.5468244,hospital,36
Amdawad Eye Laser Hospitals Pvt Ltd,23.027216,72.5454128,hospital,93
Unknown,22.9863649,72.6274148,hotel,25
Unknown,23.0430359,72.5895319,bus_station,68
Unknown,23.0012911,72.5995705,restaurant,40
Unknown,22.999754,72.6094411,pet,35
Unknown,22.9260283,72.6569769,apartment,67
Unknown,22.9927936,72.6077576,apartment,36
Unknown,22.9901978,72.6247132,apartment,76
Shreyas Dental Hospital,23.0482474,72.5617795,dentist,38
Hatkeshwar mandir,23.0233183,72.5938375,place_of_worship,37
Dwarkadhish mandir,23.0207788,72.5947645,place_of_worship,56
Rameshwar mandir,23.0208959,72.5919461,place_of_worship,97
The Cafe Date,23.034043,72.5018226,cafe,85
